,Accession,Actual Flag,My Flag
1352,MN860045,Pass,Pass
1353,MN860047,Pass,Pass
1354,MN253996,Pass,Pass
1355,MN254002,Pass,Pass
1356,MN254017,Pass,Pass
1357,MN607164,Pass,Pass
1358,MN607176,Pass,Pass
1359,MN820116,Pass,Pass
1360,MN820118,Pass,Pass
1361,MN820120,Pass,Pass
1362,MN254102,Pass,Pass
1363,MN254104,Pass,Pass
1364,MN820130,Pass,3'CTS-mut
1365,MN820134,Pass,Pass
1366,MN820136,Pass,Pass
1367,MN820138,Pass,Pass
1368,MN820140,Pass,Pass
1369,MN754755,Pass,Pass
1370,MN754757,Pass,Pass
1371,MN755272,Pass,Pass
1372,MN755274,Pass,Pass
1373,MN755276,Pass,Pass
1374,MN857598,Pass,Pass
1375,MN857602,Pass,CDS-3Xdel
1376,MN873905,Pass,Pass
1377,MH637725,Pass,Pass
1378,MN783546,Pass,Pass
1379,MN783548,Pass,Pass
1380,MN607178,Pass,Pass
1381,MH114047,Pass,Pass
1382,MH114049,Pass,Pass
1383,MN873818,Pass,Pass
1384,MN873820,Pass,Pass
1385,MN873822,Pass,Pass
1386,MN873824,Pass,Pass
1387,MN873826,Pass,Pass
1388,MN754885,Pass,Pass
1389,MN754887,Pass,Pass
1390,MN754889,Pass,Pass
1391,MN754891,Pass,Pass
1392,MN754893,Pass,Pass
1393,MK979302,Pass,Pass
1394,MK979306,Pass,Pass
1395,MN783491,Pass,Pass
1396,MN783493,Pass,Pass
1397,MN648547,Pass,Pass
1398,MN754537,Pass,Pass
1399,MN638439,Pass,Pass
1400,MN638441,Pass,Pass
1401,MN638443,Pass,Pass
1402,MN638445,Pass,Pass
1403,MN638447,Pass,Pass
1404,MN638449,Pass,Pass
1405,MN410771,Pass,Pass
1406,MN410774,Pass,Pass
1407,MN410777,Pass,Pass
1408,MN410779,Pass,Pass
1409,MN755337,Pass,Pass
1410,MN755339,Pass,Pass
1411,MN755341,Pass,Pass
1412,MN530537,Pass,Pass
1413,MN530540,Pass,Pass
1414,MN794997,Pass,Pass
1415,MN795023,Pass,Pass
1416,MN795025,Pass,Pass
1417,MN795027,Pass,Pass
1418,MN755300,Pass,Pass
1419,MN783525,Pass,Pass
1420,MK979310,Pass,Pass
1421,MK979330,Pass,Pass
1422,MK979332,Pass,Pass
1423,MN754760,Pass,Pass
1424,MN754762,Pass,Pass
1425,MN754764,Pass,Pass
1426,MN754766,Pass,Pass
1427,MN754768,Pass,Pass
1428,MN873907,Pass,Pass
1429,MN873909,Pass,Pass
1430,MN873911,Pass,Pass
1431,MN873913,Pass,Pass
1432,MN873915,Pass,Pass
1433,MN755179,Pass,Pass
1434,MN755181,Pass,Pass
1435,MN755183,Pass,Pass
1436,MN607561,Pass,Pass
1437,MN607563,Pass,Pass
1438,MN607565,Pass,Pass
1439,MN607503,Pass,Pass
1440,MN607480,Pass,Pass
1441,MH114055,Pass,Pass
1442,MN431012,Pass,Pass
1443,MN254052,Pass,Pass
1444,MN253878,Pass,Pass
1445,MN253880,Pass,Pass
1446,MN253884,Pass,Pass
1447,MN754205,Pass,Pass
1448,MN638473,Pass,Pass
1449,MN638475,Pass,Pass
1450,MN638477,Pass,Pass
1451,MN638479,Pass,Pass
1452,MN794962,Pass,Pass
1453,MH114053,Pass,Pass
1454,MN754540,Pass,Pass
1455,MN754541,Pass,Pass
1456,MN755133,Pass,Pass
1457,MN755134,Pass,Pass
1458,MN819100,Pass,Pass
1459,MN819102,Pass,Pass
1460,MN819104,Pass,Pass
1461,MN783550,Pass,Pass
1462,MN783552,Pass,Pass
1463,MH637745,Pass,Pass
1464,MN263266,Pass,Pass
1465,MN263268,Pass,Pass
1466,MN263270,Pass,Pass
1467,MN263272,Pass,Pass
1468,MN263274,Pass,Pass
1469,MN410782,Pass,Pass
1470,MN410784,Pass,Pass
1471,MN873828,Pass,Pass
1472,MN873830,Pass,Pass
1473,MN873832,Pass,Pass
1474,MN873834,Pass,Pass
1475,MN754895,Pass,Pass
1476,MN754897,Pass,Pass
1477,MN754899,Pass,Pass
1478,MN754901,Pass,Pass
1479,MN873983,Pass,Pass
1480,MN783495,Pass,Pass
1481,MN783472,Pass,Pass
1482,MN783474,Pass,Pass
1483,MN783476,Pass,Pass
1484,MN783478,Pass,Pass
1485,MN754925,Pass,Pass
1486,MN754930,Pass,Pass
1487,MN754932,Pass,Pass
1488,MN648621,Pass,Pass
1489,MN754636,Pass,Pass
1490,MN754637,Pass,Pass
1491,MN410735,Pass,Pass
1492,MN410796,Pass,Pass
1493,MN607580,Pass,Pass
1494,MN530542,Pass,Pass
1495,MN530544,Pass,Pass
1496,MN530547,Pass,Pass
1497,MN530550,Pass,Pass
1498,MN795028,Pass,Pass
1499,MN795038,Pass,Pass
1500,MN795040,Pass,Pass
1501,MN795042,Pass,Pass
1502,MN795044,Pass,Pass
1503,MN037412,Pass,Pass
1504,MN037414,Pass,Pass
1505,MN686380,Pass,CDS-3Xdel
1506,MN686383,Pass,Pass
1507,MK979335,Pass,Pass
1508,MK979337,Pass,Pass
1509,MK979339,Pass,Pass
1510,MK979341,Pass,Pass
1511,MN754769,Pass,Pass
1512,MN754771,Pass,Pass
1513,MN754773,Pass,Pass
1514,MN873882,Pass,Pass
1515,MN873884,Pass,Pass
1516,MN873886,Pass,Pass
1517,MN873917,Pass,Pass
1518,MN873919,Pass,Pass
1519,MN873921,Pass,Pass
1520,MN873923,Pass,Pass
1521,MN873925,Pass,Pass
1522,MN755186,Pass,Pass
1523,MN755188,Pass,Pass
1524,MG386189,Pass,Pass
1525,MG386191,Pass,Pass
1526,MG386192,Pass,Pass
1527,MG386194,Pass,Pass
1528,MN607575,Pass,Pass
1529,MN647645,Pass,Pass
1530,MN647647,Pass,Pass
1531,MN648373,Pass,Pass
1532,MN254062,Pass,Pass
1533,MN254064,Pass,Pass
1534,MN754208,Pass,Pass
1535,MN857560,Pass,Pass
1536,MN253957,Pass,Pass
1537,MN857572,Pass,Pass
1538,MN862364,Pass,Pass
1539,MN794964,Pass,Pass
1540,MN794966,Pass,Pass
1541,MN794968,Pass,Pass
1542,MN794970,Pass,Pass
1543,MN754640,Pass,Pass
1544,MN754642,Pass,Pass
1545,MN836632,Pass,Pass
1546,MN530214,Pass,Pass
1547,MN530215,Pass,Pass
1548,MN530217,Pass,Pass
1549,MN530219,Pass,Pass
1550,MN263277,Pass,Pass
1551,MN263279,Pass,Pass
1552,MN263281,Pass,Pass
1553,MN263283,Pass,Pass
1554,MN263285,Pass,Pass
1555,MN607583,Pass,Pass
1556,MN607585,Pass,Pass
1557,MN607587,Pass,Pass
1558,MN607589,Pass,Pass
1559,MN607970,Pass,CDS-3Xdel
1560,MN530740,Pass,Pass
1561,MN530757,Pass,Pass
1562,MN873837,Pass,Pass
1563,MN873839,Pass,Pass
1564,MN873843,Pass,Pass
1565,MN873985,Pass,Pass
1566,MN873987,Pass,Pass
1567,MN873989,Pass,Pass
1568,MN873991,Pass,Pass
1569,MN873993,Pass,Pass
1570,MN783480,Pass,Pass
1571,MN783482,Pass,Pass
1572,MN783484,Pass,Pass
1573,MN783486,Pass,Pass
1574,MN648622,Pass,Pass
1575,MN254258,Pass,Pass
1576,MN254260,Pass,Pass
1577,LC409155,Pass,Pass
1578,MN836633,Pass,Pass
1579,MN836635,Pass,Pass
1580,MK208606,Pass,Pass
1581,MK208608,Pass,Pass
1582,MH637508,Pass,Pass
1583,MN795001,Pass,Pass
1584,MN794998,Pass,Pass
1585,MN795000,Pass,Pass
1586,MN686384,Pass,Pass
1587,MN686386,Pass,Pass
1588,MK979343,Pass,Pass
1589,MK979345,Pass,Pass
1590,MK979347,Pass,Pass
1591,MK979351,Pass,Pass
1592,MK979353,Pass,Pass
1593,MN873948,Pass,Pass
1594,MN873951,Pass,Pass
1595,MN873953,Pass,Pass
1596,MN873955,Pass,Pass
1597,MN873927,Pass,Pass
1598,MN873929,Pass,Pass
1599,MN873931,Pass,Pass
1600,MG386195,Pass,Pass
1601,MG386197,Pass,Pass
1602,MN623499,Pass,Pass
1603,MN623501,Pass,Pass
1604,MN623505,Pass,Pass
1605,MN648375,Pass,Pass
1606,MN648378,Pass,Pass
1607,MN648380,Pass,Pass
1608,MN648508,Pass,Pass
1609,MN648511,Pass,Pass
1610,MN253903,Pass,Pass
1611,MG759374,Pass,Pass
1612,MG759376,Pass,Pass
1613,MG759378,Pass,Pass
1614,MN254038,Pass,Pass
1615,MN254044,Pass,Pass
1616,MN638481,Pass,Pass
1617,MN638483,Pass,Pass
1618,MN638485,Pass,Pass
1619,MN873845,Pass,Pass
1620,MN873847,Pass,Pass
1621,MN819702,Pass,Pass
1622,MN819706,Pass,Pass
1623,MN819708,Pass,Pass
1624,MN819710,Pass,Pass
1625,MN819712,Pass,Pass
1626,MN656025,Pass,Pass
1627,MN656027,Pass,Pass
1628,MN656029,Pass,Pass
1629,MN656031,Pass,Pass
1630,MN656033,Pass,Pass
1631,MN656035,Pass,Pass
1632,MN253785,Pass,Pass
1633,MN253787,Pass,Pass
1634,MN836637,Pass,Pass
1635,MN836639,Pass,Pass
1636,MN530749,Pass,Pass
1637,MN530751,Pass,Pass
1638,MN530755,Pass,Pass
1639,MN607554,Pass,Pass
1640,MN263286,Pass,Pass
1641,MN263288,Pass,Pass
1642,MN607444,Pass,Pass
1643,MN607972,Pass,Pass
1644,MN607976,Pass,Pass
1645,MN410736,Pass,Pass
1646,MN430980,Pass,Pass
1647,MK208610,Pass,Pass
1648,MN702968,Pass,Pass
1649,MN702970,Pass,Pass
1650,MN702989,Pass,Pass
1651,MN702991,Pass,Pass
1652,MN795004,Pass,Pass
1653,MN795032,Pass,Pass
1654,MN795034,Pass,Pass
1655,MN873849,Pass,Pass
1656,MN873850,Pass,Pass
1657,MN873852,Pass,Pass
1658,MN873854,Pass,Pass
1659,MN873996,Pass,Pass
1660,MN873998,Pass,Pass
1661,MN874000,Pass,Pass
1662,MN874002,Pass,Pass
1663,MK979328,Pass,Pass
1664,MH637619,Pass,Pass
1665,MH637634,Pass,Pass
1666,MN783499,Pass,Pass
1667,LC409162,Pass,Pass
1668,LC409165,Pass,Pass
1669,LC409171,Pass,Pass
1670,MN254404,Pass,Pass
1671,MN254406,Pass,Pass
1672,MK979356,Pass,Pass
1673,MK979359,Pass,Pass
1674,MK979361,Pass,Pass
1675,MK979363,Pass,Pass
1676,MN873956,Pass,Pass
1677,MN873958,Pass,Pass
1678,MN754774,Pass,Pass
1679,MN754776,Pass,Pass
1680,MN754778,Pass,Pass
1681,MN873890,Pass,Pass
1682,MN873892,Pass,Pass
1683,MN873894,Pass,Pass
1684,MN873895,Pass,Pass
1685,MN530375,Pass,Pass
1686,MN530517,Pass,Pass
1687,MN530571,Pass,Pass
1688,MN648513,Pass,Pass
1689,MN648515,Pass,Pass
1690,MN607577,Pass,Pass
1691,MN607579,Pass,Pass
1692,MN648517,Pass,Pass
1693,MN430730,Pass,Pass
1694,MN430732,Pass,Pass
1695,AB434305,Pass,Pass
1696,AB434306,Pass,Pass
1697,MN410739,Pass,Pass
1698,MN638488,Pass,Pass
1699,MN648612,Pass,Pass
1700,MN648616,Pass,Pass
1701,MN794981,Pass,Pass
1702,MN653605,Pass,Pass
1703,MN653607,Pass,Pass
1704,MN653609,Pass,Pass
1705,MN653611,Pass,Pass
1706,MN653613,Pass,Pass
1707,MN653615,Pass,Pass
1708,MN873856,Pass,Pass
1709,MN873858,Pass,Pass
1710,MN819714,Pass,Pass
1711,MN819716,Pass,Pass
1712,MN819718,Pass,Pass
1713,MN819720,Pass,Pass
1714,MN819722,Pass,Pass
1715,MN819724,Pass,Pass
1716,LC409045,Pass,Pass
1717,LC409134,Pass,Pass
1718,LC409138,Pass,Pass
1719,LC409140,Pass,Pass
1720,MN253788,Pass,Pass
1721,MN819598,Pass,Pass
1722,MN819600,Pass,Pass
1723,MN819602,Pass,Pass
1724,MN638701,Pass,3'CTS-mut
1725,MN638703,Pass,Pass
1726,MN638705,Pass,Pass
1727,MN638707,Pass,Pass
1728,MN638709,Pass,Pass
1729,MN638711,Pass,Pass
1730,MN607447,Pass,Pass
1731,MN607457,Pass,Pass
1732,MN607459,Pass,Pass
1733,MN607461,Pass,Pass
1734,MN607463,Pass,Pass
1735,MN430985,Pass,Pass
1736,MN430987,Pass,Pass
1737,MN430989,Pass,Pass
1738,MN648560,Pass,Pass
1739,MN702993,Pass,Pass
1740,MN702997,Pass,Pass
1741,MN795036,Pass,Pass
1742,MN795014,Pass,Pass
1743,MN795016,Pass,Pass
1744,MN795018,Pass,Pass
1745,MH637523,Pass,Pass
1746,MN530721,Pass,Pass
1747,MN530726,Pass,Pass
1748,MN530730,Pass,Pass
1749,MN530732,Pass,Pass
1750,MN794950,Pass,Pass
1751,MN794952,Pass,Pass
1752,MN794954,Pass,Pass
1753,MN794956,Pass,Pass
1754,MN755240,Pass,3'CTS-mut
1755,MN755243,Pass,Pass
1756,MN755245,Pass,Pass
1757,MN755248,Pass,Pass
1758,MN755250,Pass,Pass
1759,MN783505,Pass,Pass
1760,MN783509,Pass,Pass
1761,MN783511,Pass,Pass
1762,MN638292,Pass,Pass
1763,MN638294,Pass,Pass
1764,MN638296,Pass,Pass
1765,MN638298,Pass,Pass
1766,MN754782,Pass,Pass
1767,MN754868,Pass,Pass
1768,MN754870,Pass,Pass
1769,MN754872,Pass,Pass
1770,MN754874,Pass,Pass
1771,MH637587,Pass,Pass
1772,MN873899,Pass,Pass
1773,MN873901,Pass,Pass
1774,MN873903,Pass,Pass
1775,MN819603,Pass,Pass
1776,MN819605,Pass,Pass
1777,MN819607,Pass,Pass
1778,MN819609,Pass,Pass
1779,MN819611,Pass,Pass
1780,MN530574,Pass,Pass
1781,MN530575,Pass,Pass
1782,MN530580,Pass,Pass
1783,MN530583,Pass,Pass
1784,MN648518,Pass,Pass
1785,MN648525,Pass,Pass
1786,MN648527,Pass,Pass
1787,MN648530,Pass,Pass
1788,MN648532,Pass,Pass
1789,MN253916,Pass,Pass
1790,MN253920,Pass,Pass
1791,MN253928,Pass,Pass
1792,MN794983,Pass,Pass
1793,MN794984,Pass,Pass
1794,MN794986,Pass,Pass
1795,MN794972,Pass,Pass
1796,MN794974,Pass,Pass
1797,MN754212,Pass,Pass
1798,MN754214,Pass,Pass
1799,MN653617,Pass,Pass
1800,MN653619,Pass,Pass
1801,MN873860,Pass,Pass
1802,MN873861,Pass,Pass
1803,MN873864,Pass,Pass
1804,MN873866,Pass,Pass
1805,MN638577,Pass,Pass
1806,MN638579,Pass,Pass
1807,MN638581,Pass,Pass
1808,MN638583,Pass,Pass
1809,MN638585,Pass,Pass
1810,MN254552,Pass,Pass
